"!наз. од.","рід","клич.","род. одн.","дав. одн.","знах. одн.","оруд. одн.","місц. одн."
"Джорджівна","F","","","","","",""
"Джорович","M","","","","","",""
"Джорівна","F","","","","","",""
"Джумабаевич","M","Джумабайовичу","Джумабайовича","Джумабайовичу","Джумабайовича","Джумабайовичем","Джумабайовичу"
"Джумабаевна","F","Джумабаївно","Джумабаївни","Джумабаївні","Джумабаївни","Джумабаївною","Джумабаївні"
"Джумаевич","M","Джумайовичу","Джумайовича","Джумайовичу","Джумайовича","Джумайовичем","Джумайовичу"
"Джумберович","M","Джумберовичу","Джумберовича","Джумберовичу","Джумберовича","Джумберовичем","Джумберовичу"
"Джумберовна","F","Джумберівно","Джумберівни","Джумберівні","Джумберівни","Джумберівною","Джумберівні"
"Джумберівна","F","","","","","",""
"Джурабаевич","M","Джурабайовичу","Джурабайовича","Джурабайовичу","Джурабайовича","Джурабайовичем","Джурабайовичу"
"Джуракулович","M","Джуракуловичу","Джуракуловича","Джуракуловичу","Джуракуловича","Джуракуловичем","Джуракуловичу"
"Джурович","M","","","","","",""
"Джурівна","F","","","","","",""
"Дзамбулатович","M","Дзамбулатовичу","Дзамбулатовича","Дзамбулатовичу","Дзамбулатовича","Дзамбулатовичем","Дзамбулатовичу"
"Дзантемирович","M","Дзантеміровичу","Дзантеміровича","Дзантеміровичу","Дзантеміровича","Дзантеміровичем","Дзантеміровичу"
"Дзинтарович","M","Дзинтаровичу","Дзинтаровича","Дзинтаровичу","Дзинтаровича","Дзинтаровичем","Дзинтаровичу"
"Дзинтаровна","F","Дзинтарівно","Дзинтарівни","Дзинтарівні","Дзинтарівни","Дзинтарівною","Дзинтарівні"
"Дзінтарович","M","","","","","",""
"Дзінтарівна","F","","","","","",""
"Диамаровна","F","Діамарівно","Діамарівни","Діамарівні","Діамарівни","Діамарівною","Діамарівні"
"Дизидерович","M","Дізідеровичу","Дізідеровича","Дізідеровичу","Дізідеровича","Дізідеровичем","Дізідеровичу"
