"!им. ед.","род","род. ед.","дат. ед.","вин. ед.","твор. ед.","предл. ед."
"Джессика","F","Джессики","Джессике","Джессики","Джессикой","Джессике"
"Джефер","M","Джефера","Джеферу","Джефера","Джефером","Джефере"
"Дживан","M","Дживана","Дживану","Дживана","Дживаном","Дживане"
"Джиганш","M","","","","",""
"Джина","F","Джины","Джине","Джины","Джиной","Джине"
"Джинар","M","","","","",""
"Джихад","M","Джихада","Джихаду","Джихада","Джихадом","Джихаде"
"Джовад","M","Джовада","Джоваду","Джовада","Джовадом","Джоваде"
"Джозеф","M","Джозефа","Джозефу","Джозефа","Джозефом","Джозефе"
"Джон","M","Джона","Джону","Джона","Джоном","Джоне"
"Джонатан","M","Джонатана","Джонатану","Джонатана","Джонатаном","Джонатане"
"Джонс","M","","","","",""
"Джора","M","Джора","Джору","Джора","Джором","Джоре"
"Джордж","M","Джорджа","Джорджу","Джорджа","Джорджем","Джордже"
"Джулия","F","Джулии","Джулии","Джулии","Джулией","Джулие"
"Джульетта","F","Джульетты","Джульетте","Джульетты","Джульеттой","Джульетте"
"Джумабай","M","","","","",""
"Джумазия","F","Джумазии","Джумазии","Джумазии","Джумазией","Джумазие"
"Джумай","M","","","","",""
"Джумбер","M","Джумбера","Джумберу","Джумбера","Джумбером","Джумбере"
"Джурабай","M","","","","",""
"Джуракул","M","","","","",""
"Джуро","M","Джуро","Джуро","Джуро","Джуро","Джуро"
"Дзамбулат","M","","","","",""
"Дзантемир","M","","","","",""
"Дзинтар","M","Дзинтара","Дзинтару","Дзинтара","Дзинтаром","Дзинтаре"
"Диамар","M","","","","",""
"Диан","M","Диана","Диану","Диана","Дианом","Диане"
"Диана","F","Дианы","Диане","Дианы","Дианой","Диане"
"Дизидер","M","","","","",""
"Дизидерий","M","Дизидерия","Дизидерию","Дизидерия","Дизидерием","Дизидерие"
"Дик","M","Дика","Дику","Дика","Диком","Дике"
"Дилафройс","F","Дилафройсы","Дилафройсе","Дилафройсы","Дилафройсой","Дилафройсе"
"Дилроба","F","Дилробы","Дилробе","Дилробы","Дилробой","Дилробе"
"Дильбар","M","Дильбара","Дильбару","Дильбара","Дильбаром","Дильбаре"
"Дильбара","F","Дильбары","Дильбаре","Дильбары","Дильбарой","Дильбаре"
"Дилявер","M","Дилявера","Диляверу","Дилявера","Дилявером","Дилявере"
"Диляра","F","Диляры","Диляре","Диляры","Дилярой","Диляре"
"Димгаудас","M","Димгаудаса","Димгаудасу","Димгаудаса","Димгаудасом","Димгаудасе"
"Димитр","M","","","","",""
"Димурий","M","","","","",""
"Дина","F","Дины","Дине","Дины","Диной","Дине"
"Динаида","F","Динаиды","Динаиде","Динаиды","Динаидой","Динаиде"
"Динар","M","Динара","Динару","Динара","Динаром","Динаре"
"Динара","F","Динары","Динаре","Динары","Динарой","Динаре"
"Динэ","F","Динэ","Динэ","Динэ","Динэ","Динэ"
"Дионидий","M","","","","",""
"Дионизий","M","Дионизия","Дионизию","Дионизия","Дионизием","Дионизие"
"Дионис","M","","","","",""
"Дионисио","M","Дионисио","Дионисио","Дионисио","Дионисио","Дионисио"
"Диоскар","M","","","","",""
"Дипак","M","","","","",""
"Дирмидонт","M","","","","",""
"Дисан","M","","","","",""
"Дишер","M","","","","",""
"Дмитрий","M","Дмитрия","Дмитрию","Дмитрия","Дмитрием","Дмитрие"
"Доброслав","M","Доброслава","Доброславу","Доброслава","Доброславом","Доброславе"
"Догос","M","","","","",""
"Дозия","F","Дозии","Дозии","Дозии","Дозией","Дозии"
"Дойна","F","Дойны","Дойне","Дойны","Дойной","Дойне"
"Долорес","F","Долорес","Долорес","Долорес","Долорес","Долорес"
"Домаха","F","","","","",""
"Домзай","M","","","","",""
"Доминго","M","","","","",""
"Доминик","M","Доминика","Доминику","Доминика","Домиником","Доминике"
"Доминика","F","Доминикы","Доминике","Доминикы","Доминикой","Доминике"
"Домна","F","Домны","Домне","Домны","Домной","Домне"
"Домника","F","Домникы","Домнике","Домникы","Домникой","Домнике"
"Домникия","F","Домникии","Домникии","Домникию","Домникией","Домникии"
"Дона","F","Доні","Доны","Доне","Доны","Доной"
"Донат","M","","","","",""
"Доната","M","Доната","Донату","Доната","Донатом","Донате"
"Дора","F","Доры","Доре","Доры","Дорой","Доре"
"Дориан","M","","","","",""
"Дорофей","M","Дорофея","Дорофею","Дорофея","Дорофеем","Дорофее"
"Дост Мохамад","M","","","","",""
"Дося","F","Доси","Доси","Доси","Досей","Досе"
"Драган","M","Драгана","Драгану","Драгана","Драганолм","Драгане"
"Драгомир","M","","","","",""
"Драгуш","M","","","","",""
"Дтаханчир","M","","","","",""
"Дудай","M","","","","",""
"Дуквах","M","","","","",""
"Дулкин","M","","","","",""
"Дументий","M","","","","",""
"Дурдий","M","","","","",""
"Дурмишхан","M","","","","",""
"Дурсун","M","Дурсуна","Дурсуну","Дурсуна","Дурсуном","Дурсуне"
"Душали","M","Душалия","Душалию","Душалия","Душалием","Душалие"
"Душам","M","","","","",""
"Душан","M","Душана","Душану","Душана","Душаном","Душане"
"Дьерд","M","Дьерда","Дьерду","Дьерда","Дьердом","Дьерде"
